1.0	4.850813473895998	1.0978061869434401	8.603820760848555
2.0	2.5614168652024447	2.3960806356039224	2.726753094800967
3.0	1.32080464724028	1.0772704946230605	1.5643387998574994
4.0	1.3031840099544603	1.1351423705363517	1.4712256493725688
5.0	1.1251305276268493	0.9122814966737607	1.3379795585799379
6.0	0.9640873405620816	0.8091528869953308	1.1190217941288323
7.0	0.6467585016500269	0.4928652551187704	0.8006517481812834
8.0	0.6824742053645172	0.5033700923138649	0.8615783184151695
9.0	0.47198551901866576	0.24791269038848343	0.6960583476488481
10.0	4.981177642151734	4.576072904538155	5.386282379765313
11.0	5.5594033124246165	5.246883783931498	5.871922840917735
12.0	5.097979551475091	4.65996107686556	5.535998026084622
13.0	5.069386068923802	4.653610752420646	5.4851613854269585
14.0	5.618098509937418	4.939157404585822	6.297039615289014
15.0	0.016975583958931763	-0.3108256595684916	0.3447768274863552
16.0	0.20110419506396324	-0.021927101523343734	0.4241354916512702
17.0	5.383356375964728	4.924293507274485	5.8424192446549705
18.0	5.50203720363069	5.040727502345014	5.963346904916365
19.0	5.495623199405275	5.210183728674733	5.7810626701358165
20.0	4.9357898367870785	4.513178440424445	5.358401233149712
21.0	5.105997658233381	4.767838914162298	5.444156402304464
22.0	0.48726688977459426	0.27290941154359366	0.7016243680055949
23.0	5.725396999665131	5.264926614590038	6.185867384740224
24.0	0.5096185142978051	0.3910540534690478	0.6281829751265624
25.0	0.6463058602775209	0.519523831639994	0.7730878889150478
26.0	0.4861893381201278	0.31499174551395237	0.6573869307263033
27.0	0.6071304239425177	0.46261070613433297	0.7516501417507024
28.0	0.7319331483322591	0.594771664997801	0.8690946316667172
29.0	0.7066161376134126	0.5453195316340961	0.8679127435927291
30.0	1.0483724137505248	0.8681514640295837	1.2285933634714659
31.0	1.2181694737727038	0.9598229316441212	1.4765160159012862
32.0	1.1802703503932799	1.0262876685298459	1.3342530322567139
33.0	1.4535942974564842	1.2543977165703204	1.652790878342648
34.0	1.5193714026267922	1.1670105458976556	1.8717322593559287
35.0	1.510579215037169	1.3361987675010325	1.6849596625733056
36.0	2.0735518451425987	1.7958369418261835	2.3512667484590137
37.0	2.2400844437401335	1.9335928605141446	2.546576026966122
38.0	1.9589701340779095	1.7013093605134704	2.2166309076423487
