0.442589	-0.445219	0.498924	-0.597469	
0.544257	-0.409834	-0.14203	-0.718086	
0.764465	0.349539	0.0726264	0.536788	
0.352499	-0.389408	0.561565	0.639336	
0.308122	0.0837101	0.877011	0.359035	
0.0133765	-0.064464	-0.0405306	-0.997007	
0.643802	-0.749421	-0.154534	-0.00238242	
0.042025	-0.309662	-0.94678	0.0771369	
0.420568	0.0952745	0.769887	0.470447	
0.671516	0.230035	-0.257542	-0.655608	
0.62848	0.506784	-0.250362	-0.534323	
0.00826468	0.237981	-0.946493	0.217825	
0.299138	-0.946294	-0.105288	0.062921	
0.193344	0.404019	-0.27662	-0.850216	
0.0588506	0.908595	0.249582	0.329698	
0.634275	0.0216691	0.767943	0.0865448	
0.0047124	-0.820351	0.40748	0.401202	
0.39147	0.0210813	-0.26259	-0.881676	
0.517482	-0.324239	-0.768068	0.192751	
0.389035	0.123009	-0.416578	-0.812393	
0.448601	-0.63388	0.466428	-0.423554	
0.00151064	0.693507	0.443116	-0.568062	
0.798496	-0.312687	0.234436	0.457898	
0.0233445	-0.432493	0.698794	0.569291	
0.592928	-0.779748	-0.0624849	-0.191113	
0.324544	0.726791	-0.0639632	0.601959	
0.305251	0.560412	-0.617547	-0.459778	
0.688611	-0.236419	-0.474752	0.494502	
0.471243	0.0725062	-0.793555	0.378079	
0.289988	0.781576	-0.206643	-0.512196	
0.21524	0.249304	0.319845	0.88838	
0.214191	0.22472	0.32095	0.89477	
0.185609	-0.213159	-0.416216	-0.86422	
0.94091	-0.0354923	0.257699	-0.216842	
0.374891	0.924855	-0.0478188	0.0425919	
0.929434	-0.0449239	-0.366032	-0.0124701	
0.978386	0.0591026	0.106539	0.167083	
0.714586	0.478172	0.172956	0.480422	
0.689308	-0.572794	-0.424369	0.129125	
0.314031	0.228143	-0.303013	-0.870356	
0.77221	0.595837	0.0324384	0.218216	
0.551997	0.564413	-0.201393	-0.579809	
0.33211	0.281923	0.89993	-0.0186576	
0.220454	0.150407	-0.380592	-0.885397	
0.000690074	-0.0256687	-0.849824	-0.52644	
0.477606	0.701734	-0.399819	-0.345841	
0.453956	0.66672	-0.369468	-0.461412	
0.689255	0.0432314	-0.362183	0.626005	
0.910271	0.234451	-0.0898373	-0.329194	
0.512153	0.560825	0.642205	0.103665	
0.242213	-0.877895	-0.40829	0.0627081	
0.0763274	-0.263903	-0.90179	0.333624	
0.554606	-0.441486	-0.313251	0.631963	
0.0108005	-0.669843	-0.191733	-0.717239	
0.563004	-0.728471	0.289087	0.26227	
0.938056	-0.167145	0.188621	-0.237773	
0.0819046	0.118288	-0.52533	-0.838647	
0.50551	0.195055	0.446623	0.711998	
0.0389511	-0.973122	0.0205421	-0.226041	
0.448557	0.432977	-0.76642	0.154687	
0.483493	0.213635	0.217315	0.82059	
0.0010686	0.084417	-0.972518	0.216982	
0.6445	0.375206	0.592732	0.304152	
0.412061	-0.822044	-0.213236	-0.330121	
0.441629	0.686722	0.0311193	-0.576549	
0.562333	-0.633976	0.513255	-0.135742	
0.338743	0.576059	0.472348	-0.574714	
0.107806	-0.79218	0.594565	-0.0855635	
0.565249	-0.382765	0.155718	0.713958	
0.578794	-0.395271	-0.713108	0.0153301	
0.0824808	0.697337	-0.389126	-0.596237	
0.304901	0.838265	-0.11748	0.436516	
0.557512	0.024928	0.481601	0.675736	
0.364876	-0.194835	0.735862	-0.536108	
0.320311	-0.793686	0.249379	0.453071	
0.721409	-0.106147	-0.578459	0.365633	
0.742414	-0.609477	-0.276988	-0.0252175	
0.238586	-0.63397	0.444326	-0.586288	
0.498468	0.700054	0.284915	-0.424591	
0.0333186	0.787884	-0.543057	-0.288477	
0.682366	-0.671135	0.218242	0.190593	
0.024524	0.647064	0.757784	-0.0804384	
0.0800156	0.937253	-0.131743	0.312726	
0.713178	0.312063	0.533617	0.330525	
0.293978	-0.676776	0.533556	-0.413363	
0.405333	0.79787	-0.137235	0.424589	
0.0163874	0.634501	0.0105651	0.772676	
0.650695	-0.478692	-0.426358	0.407024	
0.651638	-0.685766	0.163504	0.279928	
0.82713	0.136477	-0.528793	0.132696	
0.201412	0.359452	-0.0667701	0.908719	
0.329033	-0.346896	-0.724682	0.496222	
0.031634	-0.424303	0.889158	0.168419	
0.0128127	0.371153	0.92848	0.00239449	
0.1521	-0.170374	-0.9459	-0.230459	
0.514738	-0.165173	-0.697845	0.469867	
0.697338	0.330694	-0.477349	-0.420118	
0.521162	-0.293616	-0.402557	0.692912	
0.0939615	-0.714588	-0.0183017	-0.692965	
0.23535	-0.894977	0.313382	0.213116	
0.0772247	-0.925747	0.232545	-0.288013	
0.742975	0.632346	0.0352391	0.216529	
0.421133	0.399045	0.191484	-0.791671	
